State           Win Chance      Roll 2          Roll 3          Roll 4          Roll 5          Roll 6          Roll 7          Roll 8          Roll 9          Roll 10         Roll 11         Roll 12        
011011111101    0.01192         None            [3]             [4]             [5]             [6]             [7]             [8]             [3, 6]          [10]            [11]            [1, 11]        
011011111110    0.01006         [2]             [3]             [4]             [5]             [6]             [7]             [8]             [3, 6]          [10]            [11]            [2, 10]        
011011111111    0.02001         [2]             [3]             [4]             [5]             [6]             [7]             [8]             [3, 6]          [10]            [11]            [1, 11]        
011100000000    0.00309         None            None            None            None            None            None            None            [9]             [10]            [11]            None           
011100000001    0.00373         None            None            None            None            None            None            None            [9]             [10]            [11]            [1, 11]        
011100000010    0.00214         [2]             None            None            None            None            None            None            [9]             [10]            [11]            [2, 10]        
011100000011    0.00230         [2]             [1, 2]          None            None            None            None            None            [9]             [10]            [11]            [1, 11]        
011100000100    0.00146         None            [3]             None            None            None            None            None            [9]             [10]            [11]            [3, 9]         
011100000101    0.00222         None            [3]             [1, 3]          None            None            None            None            [9]             [10]            [11]            [3, 9]         
011100000110    0.00205         [2]             [3]             None            [2, 3]          None            None            None            [9]             [10]            [11]            [2, 10]        
011100000111    0.00449         [2]             [3]             [1, 3]          [2, 3]          [1, 2, 3]       None            None            [9]             [10]            [11]            [1, 11]        
011100001000    0.00103         None            None            [4]             None            None            None            None            [9]             [10]            [11]            None           
011100001001    0.00261         None            None            [4]             [1, 4]          None            None            None            [9]             [10]            [11]            [1, 11]        
011100001010    0.00246         [2]             None            [4]             None            [2, 4]          None            None            [9]             [10]            [11]            [2, 10]        
011100001011    0.00577         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [1, 2, 4]       None            [9]             [10]            [11]            [1, 11]        
011100001100    0.00260         None            [3]             [4]             None            None            [3, 4]          None            [9]             [10]            [11]            [3, 9]         
011100001101    0.00549         None            [3]             [4]             [1, 4]          None            [3, 4]          [1, 3, 4]       [9]             [10]            [11]            [1, 11]        
011100001110    0.00379         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          None            [9]             [10]            [11]            [2, 10]        
011100001111    0.00681         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          [1, 3, 4]       [9]             [10]            [11]            [1, 11]        
011100010000    0.00137         None            None            None            [5]             None            None            None            [9]             [10]            [11]            None           
011100010001    0.00337         None            None            None            [5]             [1, 5]          None            None            [9]             [10]            [11]            [1, 11]        
011100010010    0.00305         [2]             None            None            [5]             None            [2, 5]          None            [9]             [10]            [11]            [2, 10]        
011100010011    0.00632         [2]             [1, 2]          None            [5]             [1, 5]          [2, 5]          [1, 2, 5]       [9]             [10]            [11]            [1, 11]        
011100010100    0.00244         None            [3]             None            [5]             None            None            [3, 5]          [9]             [10]            [11]            [3, 9]         
011100010101    0.00471         None            [3]             [1, 3]          [5]             [1, 5]          None            [3, 5]          [9]             [10]            [11]            [1, 11]        
011100010110    0.00342         [2]             [3]             None            [5]             None            [2, 5]          [3, 5]          [9]             [10]            [11]            [2, 10]        
011100010111    0.00651         [2]             [3]             [1, 3]          [5]             [1, 5]          [2, 5]          [3, 5]          [9]             [10]            [11]            [1, 11]        
011100011000    0.00126         None            None            [4]             [5]             None            None            None            [9]             [10]            [11]            None           
011100011001    0.00287         None            None            [4]             [5]             [1, 5]          None            None            [9]             [10]            [11]            [1, 11]        
011100011010    0.00291         [2]             None            [4]             [5]             [2, 4]          [2, 5]          None            [9]             [10]            [11]            [2, 10]        
011100011011    0.00654         [2]             [1, 2]          [4]             [5]             [2, 4]          [2, 5]          [1, 2, 5]       [9]             [10]            [11]            [1, 11]        
011100011100    0.00272         None            [3]             [4]             [5]             None            [3, 4]          [3, 5]          [9]             [10]            [11]            [3, 9]         
011100011101    0.00643         None            [3]             [4]             [5]             [1, 5]          [3, 4]          [3, 5]          [9]             [10]            [11]            [1, 11]        
011100011110    0.00549         [2]             [3]             [4]             [5]             [2, 4]          [3, 4]          [3, 5]          [9]             [10]            [11]            [2, 10]        
011100011111    0.01078         [2]             [3]             [4]             [5]             [2, 4]          [3, 4]          [3, 5]          [9]             [10]            [11]            [1, 11]        
011100100000    0.00171         None            None            None            None            [6]             None            None            [9]             [10]            [11]            None           
011100100001    0.00413         None            None            None            None            [6]             [1, 6]          None            [9]             [10]            [11]            [1, 11]        
011100100010    0.00295         [2]             None            None            None            [6]             None            [2, 6]          [9]             [10]            [11]            [2, 10]        
011100100011    0.00536         [2]             [1, 2]          None            None            [6]             [1, 6]          [2, 6]          [9]             [10]            [11]            [1, 11]        
011100100100    0.00159         None            [3]             None            None            [6]             None            None            [9]             [10]            [11]            [3, 9]         
011100100101    0.00353         None            [3]             [1, 3]          None            [6]             [1, 6]          None            [9]             [10]            [11]            [3, 9]         
011100100110    0.00289         [2]             [3]             None            [2, 3]          [6]             None            [2, 6]          [9]             [10]            [11]            [3, 9]         
011100100111    0.00652         [2]             [3]             [1, 3]          [2, 3]          [6]             [1, 6]          [2, 6]          [9]             [10]            [11]            [1, 11]        
011100101000    0.00123         None            None            [4]             None            [6]             None            None            [9]             [10]            [11]            None           
011100101001    0.00338         None            None            [4]             [1, 4]          [6]             [1, 6]          None            [9]             [10]            [11]            [1, 11]        
011100101010    0.00239         [2]             None            [4]             None            [6]             None            [2, 6]          [9]             [10]            [11]            [2, 10]        
011100101011    0.00655         [2]             [1, 2]          [4]             [1, 4]          [6]             [1, 6]          [2, 6]          [9]             [10]            [11]            [1, 11]        
011100101100    0.00240         None            [3]             [4]             None            [6]             [3, 4]          None            [9]             [10]            [11]            [3, 9]         
011100101101    0.00618         None            [3]             [4]             [1, 4]          [6]             [3, 4]          [1, 3, 4]       [9]             [10]            [11]            [1, 11]        
011100101110    0.00511         [2]             [3]             [4]             [2, 3]          [6]             [3, 4]          [2, 6]          [9]             [10]            [11]            [2, 10]        
011100101111    0.01013         [2]             [3]             [4]             [2, 3]          [6]             [3, 4]          [2, 6]          [9]             [10]            [11]            [1, 11]        
011100110000    0.00130         None            None            None            [5]             [6]             None            None            [9]             [10]            [11]            None           
011100110001    0.00342         None            None            None            [5]             [6]             [1, 6]          None            [9]             [10]            [11]            [1, 11]        
011100110010    0.00329         [2]             None            None            [5]             [6]             [2, 5]          [2, 6]          [9]             [10]            [11]            [2, 10]        
011100110011    0.00715         [2]             [1, 2]          None            [5]             [6]             [2, 5]          [2, 6]          [9]             [10]            [11]            [1, 11]        
011100110100    0.00231         None            [3]             None            [5]             [6]             None            [3, 5]          [9]             [10]            [11]            [3, 9]         
011100110101    0.00610         None            [3]             [1, 3]          [5]             [6]             [1, 6]          [3, 5]          [9]             [10]            [11]            [1, 11]        
011100110110    0.00452         [2]             [3]             None            [5]             [6]             [2, 5]          [3, 5]          [9]             [10]            [11]            [2, 10]        
011100110111    0.00941         [2]             [3]             [1, 3]          [5]             [6]             [2, 5]          [3, 5]          [9]             [10]            [11]            [1, 11]        
011100111000    0.00138         None            None            [4]             [5]             [6]             None            None            [9]             [10]            [11]            None           
011100111001    0.00369         None            None            [4]             [5]             [6]             [1, 6]          None            [9]             [10]            [11]            [1, 11]        
011100111010    0.00373         [2]             None            [4]             [5]             [6]             [2, 5]          [2, 6]          [9]             [10]            [11]            [2, 10]        
011100111011    0.00826         [2]             [1, 2]          [4]             [5]             [6]             [2, 5]          [2, 6]          [9]             [10]            [11]            [1, 11]        
011100111100    0.00343         None            [3]             [4]             [5]             [6]             [3, 4]          [3, 5]          [9]             [10]            [11]            [3, 9]         
011100111101    0.00787         None            [3]             [4]             [5]             [6]             [3, 4]          [3, 5]          [9]             [10]            [11]            [1, 11]        
011100111110    0.00676         [2]             [3]             [4]             [5]             [6]             [3, 4]          [2, 6]          [9]             [10]            [11]            [2, 10]        
011100111111    0.01341         [2]             [3]             [4]             [5]             [6]             [3, 4]          [3, 5]          [9]             [10]            [11]            [1, 11]        
011101000000    0.00206         None            None            None            None            None            [7]             None            [9]             [10]            [11]            None           
011101000001    0.00420         None            None            None            None            None            [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101000010    0.00217         [2]             None            None            None            None            [7]             None            [9]             [10]            [11]            [2, 10]        
011101000011    0.00383         [2]             [1, 2]          None            None            None            [7]             [1, 7]          [9]             [10]            [11]            [2, 10]        
011101000100    0.00160         None            [3]             None            None            None            [7]             None            [9]             [10]            [11]            [3, 9]         
011101000101    0.00329         None            [3]             [1, 3]          None            None            [7]             [1, 7]          [9]             [10]            [11]            [3, 9]         
011101000110    0.00244         [2]             [3]             None            [2, 3]          None            [7]             None            [9]             [10]            [11]            [2, 10]        
011101000111    0.00613         [2]             [3]             [1, 3]          [2, 3]          [1, 2, 3]       [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101001000    0.00120         None            None            [4]             None            None            [7]             None            [9]             [10]            [11]            None           
011101001001    0.00342         None            None            [4]             [1, 4]          None            [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101001010    0.00255         [2]             None            [4]             None            [2, 4]          [7]             None            [9]             [10]            [11]            [2, 10]        
011101001011    0.00678         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101001100    0.00175         None            [3]             [4]             None            None            [7]             None            [9]             [10]            [11]            [3, 9]         
011101001101    0.00478         None            [3]             [4]             [1, 4]          None            [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101001110    0.00370         [2]             [3]             [4]             [2, 3]          [2, 4]          [7]             None            [9]             [10]            [11]            [3, 9]         
011101001111    0.00859         [2]             [3]             [4]             [2, 3]          [2, 4]          [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101010000    0.00149         None            None            None            [5]             None            [7]             None            [9]             [10]            [11]            [5, 7]         
011101010001    0.00400         None            None            None            [5]             [1, 5]          [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101010010    0.00223         [2]             None            None            [5]             None            [7]             None            [9]             [10]            [11]            [2, 10]        
011101010011    0.00619         [2]             [1, 2]          None            [5]             [1, 5]          [7]             [1, 7]          [9]             [10]            [11]            [2, 10]        
011101010100    0.00249         None            [3]             None            [5]             None            [7]             [3, 5]          [9]             [10]            [11]            [3, 9]         
011101010101    0.00591         None            [3]             [1, 3]          [5]             [1, 5]          [7]             [3, 5]          [9]             [10]            [11]            [1, 11]        
011101010110    0.00362         [2]             [3]             None            [5]             None            [7]             [3, 5]          [9]             [10]            [11]            [2, 10]        
011101010111    0.00812         [2]             [3]             [1, 3]          [5]             [1, 5]          [7]             [3, 5]          [9]             [10]            [11]            [2, 10]        
011101011000    0.00148         None            None            [4]             [5]             None            [7]             None            [9]             [10]            [11]            [5, 7]         
011101011001    0.00423         None            None            [4]             [5]             [1, 5]          [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101011010    0.00302         [2]             None            [4]             [5]             [2, 4]          [7]             None            [9]             [10]            [11]            [2, 10]        
011101011011    0.00806         [2]             [1, 2]          [4]             [5]             [2, 4]          [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101011100    0.00281         None            [3]             [4]             [5]             None            [7]             [3, 5]          [9]             [10]            [11]            [3, 9]         
011101011101    0.00695         None            [3]             [4]             [5]             [1, 5]          [7]             [3, 5]          [9]             [10]            [11]            [1, 11]        
011101011110    0.00579         [2]             [3]             [4]             [5]             [2, 4]          [7]             [3, 5]          [9]             [10]            [11]            [2, 10]        
011101011111    0.01246         [2]             [3]             [4]             [5]             [2, 4]          [7]             [3, 5]          [9]             [10]            [11]            [1, 11]        
011101100000    0.00143         None            None            None            None            [6]             [7]             None            [9]             [10]            [11]            None           
011101100001    0.00377         None            None            None            None            [6]             [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101100010    0.00298         [2]             None            None            None            [6]             [7]             [2, 6]          [9]             [10]            [11]            [2, 10]        
011101100011    0.00584         [2]             [1, 2]          None            None            [6]             [7]             [2, 6]          [9]             [10]            [11]            [1, 11]        
011101100100    0.00176         None            [3]             None            None            [6]             [7]             None            [9]             [10]            [11]            [3, 9]         
011101100101    0.00434         None            [3]             [1, 3]          None            [6]             [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101100110    0.00375         [2]             [3]             None            [2, 3]          [6]             [7]             [2, 6]          [9]             [10]            [11]            [3, 9]         
011101100111    0.00822         [2]             [3]             [1, 3]          [2, 3]          [6]             [7]             [2, 6]          [9]             [10]            [11]            [1, 11]        
011101101000    0.00138         None            None            [4]             None            [6]             [7]             None            [9]             [10]            [11]            None           
011101101001    0.00411         None            None            [4]             [1, 4]          [6]             [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101101010    0.00306         [2]             None            [4]             None            [6]             [7]             [2, 6]          [9]             [10]            [11]            [2, 10]        
011101101011    0.00791         [2]             [1, 2]          [4]             [1, 4]          [6]             [7]             [2, 6]          [9]             [10]            [11]            [1, 11]        
011101101100    0.00216         None            [3]             [4]             None            [6]             [7]             None            [9]             [10]            [11]            [3, 9]         
011101101101    0.00629         None            [3]             [4]             [1, 4]          [6]             [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101101110    0.00517         [2]             [3]             [4]             [2, 3]          [6]             [7]             [2, 6]          [9]             [10]            [11]            [2, 10]        
011101101111    0.01144         [2]             [3]             [4]             [2, 3]          [6]             [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101110000    0.00148         None            None            None            [5]             [6]             [7]             None            [9]             [10]            [11]            [5, 7]         
011101110001    0.00392         None            None            None            [5]             [6]             [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101110010    0.00323         [2]             None            None            [5]             [6]             [7]             [2, 6]          [9]             [10]            [11]            [2, 10]        
011101110011    0.00748         [2]             [1, 2]          None            [5]             [6]             [7]             [2, 6]          [9]             [10]            [11]            [1, 11]        
011101110100    0.00280         None            [3]             None            [5]             [6]             [7]             [3, 5]          [9]             [10]            [11]            [3, 9]         
011101110101    0.00698         None            [3]             [1, 3]          [5]             [6]             [7]             [3, 5]          [9]             [10]            [11]            [1, 11]        
011101110110    0.00520         [2]             [3]             None            [5]             [6]             [7]             [3, 5]          [9]             [10]            [11]            [2, 10]        
011101110111    0.01120         [2]             [3]             [1, 3]          [5]             [6]             [7]             [2, 6]          [9]             [10]            [11]            [1, 11]        
011101111000    0.00182         None            None            [4]             [5]             [6]             [7]             None            [9]             [10]            [11]            [5, 7]         
011101111001    0.00500         None            None            [4]             [5]             [6]             [7]             [1, 7]          [9]             [10]            [11]            [1, 11]        
011101111010    0.00428         [2]             None            [4]             [5]             [6]             [7]             [2, 6]          [9]             [10]            [11]            [2, 10]        
011101111011    0.01009         [2]             [1, 2]          [4]             [5]             [6]             [7]             [2, 6]          [9]             [10]            [11]            [1, 11]        
011101111100    0.00385         None            [3]             [4]             [5]             [6]             [7]             [3, 5]          [9]             [10]            [11]            [3, 9]         
011101111101    0.00914         None            [3]             [4]             [5]             [6]             [7]             [3, 5]          [9]             [10]            [11]            [1, 11]        
011101111110    0.00762         [2]             [3]             [4]             [5]             [6]             [7]             [3, 5]          [9]             [10]            [11]            [2, 10]        
011101111111    0.01579         [2]             [3]             [4]             [5]             [6]             [7]             [3, 5]          [9]             [10]            [11]            [1, 11]        
011110000000    0.00171         None            None            None            None            None            None            [8]             [9]             [10]            [11]            None           
011110000001    0.00276         None            None            None            None            None            None            [8]             [9]             [10]            [11]            [1, 11]        
011110000010    0.00175         [2]             None            None            None            None            None            [8]             [9]             [10]            [11]            [2, 10]        
011110000011    0.00239         [2]             [1, 2]          None            None            None            None            [8]             [9]             [10]            [11]            [1, 11]        
011110000100    0.00125         None            [3]             None            None            None            None            [8]             [9]             [10]            [11]            [3, 9]         
011110000101    0.00221         None            [3]             [1, 3]          None            None            None            [8]             [9]             [10]            [11]            [1, 11]        
011110000110    0.00185         [2]             [3]             None            [2, 3]          None            None            [8]             [9]             [10]            [11]            [2, 10]        
011110000111    0.00422         [2]             [3]             [1, 3]          [2, 3]          [1, 2, 3]       None            [8]             [9]             [10]            [11]            [1, 11]        
011110001000    0.00106         None            None            [4]             None            None            None            [8]             [9]             [10]            [11]            [4, 8]         
011110001001    0.00234         None            None            [4]             [1, 4]          None            None            [8]             [9]             [10]            [11]            [1, 11]        
011110001010    0.00208         [2]             None            [4]             None            [2, 4]          None            [8]             [9]             [10]            [11]            [2, 10]        
011110001011    0.00534         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [1, 2, 4]       [8]             [9]             [10]            [11]            [1, 11]        
011110001100    0.00209         None            [3]             [4]             None            None            [3, 4]          [8]             [9]             [10]            [11]            [3, 9]         
011110001101    0.00446         None            [3]             [4]             [1, 4]          None            [3, 4]          [8]             [9]             [10]            [11]            [1, 11]        
011110001110    0.00383         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          [8]             [9]             [10]            [11]            [2, 10]        
011110001111    0.00691         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          [8]             [9]             [10]            [11]            [1, 11]        
011110010000    0.00095         None            None            None            [5]             None            None            [8]             [9]             [10]            [11]            None           
011110010001    0.00272         None            None            None            [5]             [1, 5]          None            [8]             [9]             [10]            [11]            [1, 11]        
011110010010    0.00243         [2]             None            None            [5]             None            [2, 5]          [8]             [9]             [10]            [11]            [2, 10]        
011110010011    0.00531         [2]             [1, 2]          None            [5]             [1, 5]          [2, 5]          [8]             [9]             [10]            [11]            [1, 11]        
011110010100    0.00134         None            [3]             None            [5]             None            None            [8]             [9]             [10]            [11]            [3, 9]         
011110010101    0.00338         None            [3]             [1, 3]          [5]             [1, 5]          None            [8]             [9]             [10]            [11]            [1, 11]        
011110010110    0.00269         [2]             [3]             None            [5]             None            [2, 5]          [8]             [9]             [10]            [11]            [3, 9]         
011110010111    0.00621         [2]             [3]             [1, 3]          [5]             [1, 5]          [2, 5]          [8]             [9]             [10]            [11]            [1, 11]        
011110011000    0.00114         None            None            [4]             [5]             None            None            [8]             [9]             [10]            [11]            [4, 8]         
011110011001    0.00283         None            None            [4]             [5]             [1, 5]          None            [8]             [9]             [10]            [11]            [1, 11]        
011110011010    0.00293         [2]             None            [4]             [5]             [2, 4]          [2, 5]          [8]             [9]             [10]            [11]            [4, 8]         
011110011011    0.00665         [2]             [1, 2]          [4]             [5]             [2, 4]          [2, 5]          [8]             [9]             [10]            [11]            [1, 11]        
011110011100    0.00221         None            [3]             [4]             [5]             None            [3, 4]          [8]             [9]             [10]            [11]            [3, 9]         
011110011101    0.00571         None            [3]             [4]             [5]             [1, 5]          [3, 4]          [8]             [9]             [10]            [11]            [1, 11]        
011110011110    0.00490         [2]             [3]             [4]             [5]             [2, 4]          [3, 4]          [8]             [9]             [10]            [11]            [3, 9]         
011110011111    0.01022         [2]             [3]             [4]             [5]             [1, 5]          [3, 4]          [8]             [9]             [10]            [11]            [1, 11]        
011110100000    0.00119         None            None            None            None            [6]             None            [8]             [9]             [10]            [11]            None           
011110100001    0.00334         None            None            None            None            [6]             [1, 6]          [8]             [9]             [10]            [11]            [1, 11]        
011110100010    0.00185         [2]             None            None            None            [6]             None            [8]             [9]             [10]            [11]            [2, 10]        
011110100011    0.00425         [2]             [1, 2]          None            None            [6]             [1, 6]          [8]             [9]             [10]            [11]            [2, 10]        
011110100100    0.00141         None            [3]             None            None            [6]             None            [8]             [9]             [10]            [11]            [3, 9]         
011110100101    0.00357         None            [3]             [1, 3]          None            [6]             [1, 6]          [8]             [9]             [10]            [11]            [3, 9]         
011110100110    0.00242         [2]             [3]             None            [2, 3]          [6]             None            [8]             [9]             [10]            [11]            [2, 10]        
011110100111    0.00617         [2]             [3]             [1, 3]          [2, 3]          [6]             [1, 6]          [8]             [9]             [10]            [11]            [1, 11]        
011110101000    0.00119         None            None            [4]             None            [6]             None            [8]             [9]             [10]            [11]            [4, 8]         
011110101001    0.00344         None            None            [4]             [1, 4]          [6]             [1, 6]          [8]             [9]             [10]            [11]            [4, 8]         
011110101010    0.00197         [2]             None            [4]             None            [6]             None            [8]             [9]             [10]            [11]            [2, 10]        
011110101011    0.00608         [2]             [1, 2]          [4]             [1, 4]          [6]             [1, 6]          [8]             [9]             [10]            [11]            [2, 10]        
011110101100    0.00235         None            [3]             [4]             None            [6]             [3, 4]          [8]             [9]             [10]            [11]            [3, 9]         
011110101101    0.00597         None            [3]             [4]             [1, 4]          [6]             [3, 4]          [8]             [9]             [10]            [11]            [1, 11]        
011110101110    0.00456         [2]             [3]             [4]             [2, 3]          [6]             [3, 4]          [8]             [9]             [10]            [11]            [2, 10]        
011110101111    0.00965         [2]             [3]             [4]             [2, 3]          [6]             [3, 4]          [8]             [9]             [10]            [11]            [1, 11]        
011110110000    0.00103         None            None            None            [5]             [6]             None            [8]             [9]             [10]            [11]            None           
011110110001    0.00317         None            None            None            [5]             [6]             [1, 6]          [8]             [9]             [10]            [11]            [1, 11]        
011110110010    0.00265         [2]             None            None            [5]             [6]             [2, 5]          [8]             [9]             [10]            [11]            [2, 10]        
011110110011    0.00636         [2]             [1, 2]          None            [5]             [6]             [2, 5]          [8]             [9]             [10]            [11]            [1, 11]        
011110110100    0.00163         None            [3]             None            [5]             [6]             None            [8]             [9]             [10]            [11]            [3, 9]         
011110110101    0.00479         None            [3]             [1, 3]          [5]             [6]             [1, 6]          [8]             [9]             [10]            [11]            [1, 11]        
011110110110    0.00376         [2]             [3]             None            [5]             [6]             [2, 5]          [8]             [9]             [10]            [11]            [3, 9]         
011110110111    0.00880         [2]             [3]             [1, 3]          [5]             [6]             [2, 5]          [8]             [9]             [10]            [11]            [1, 11]        
011110111000    0.00142         None            None            [4]             [5]             [6]             None            [8]             [9]             [10]            [11]            [4, 8]         
011110111001    0.00400         None            None            [4]             [5]             [6]             [1, 6]          [8]             [9]             [10]            [11]            [1, 11]        
011110111010    0.00352         [2]             None            [4]             [5]             [6]             [2, 5]          [8]             [9]             [10]            [11]            [4, 8]         
011110111011    0.00839         [2]             [1, 2]          [4]             [5]             [6]             [2, 5]          [8]             [9]             [10]            [11]            [1, 11]        
011110111100    0.00307         None            [3]             [4]             [5]             [6]             [3, 4]          [8]             [9]             [10]            [11]            [3, 9]         
011110111101    0.00752         None            [3]             [4]             [5]             [6]             [3, 4]          [8]             [9]             [10]            [11]            [1, 11]        
011110111110    0.00638         [2]             [3]             [4]             [5]             [6]             [3, 4]          [8]             [9]             [10]            [11]            [2, 10]        
011110111111    0.01332         [2]             [3]             [4]             [5]             [6]             [3, 4]          [8]             [9]             [10]            [11]            [1, 11]        
011111000000    0.00143         None            None            None            None            None            [7]             [8]             [9]             [10]            [11]            None           
011111000001    0.00289         None            None            None            None            None            [7]             [8]             [9]             [10]            [11]            [1, 11]        
011111000010    0.00198         [2]             None            None            None            None            [7]             [8]             [9]             [10]            [11]            [2, 10]        
011111000011    0.00330         [2]             [1, 2]          None            None            None            [7]             [8]             [9]             [10]            [11]            [1, 11]        
011111000100    0.00148         None            [3]             None            None            None            [7]             [8]             [9]             [10]            [11]            [3, 9]         
011111000101    0.00299         None            [3]             [1, 3]          None            None            [7]             [8]             [9]             [10]            [11]            [1, 11]        
011111000110    0.00248         [2]             [3]             None            [2, 3]          None            [7]             [8]             [9]             [10]            [11]            [2, 10]        
011111000111    0.00578         [2]             [3]             [1, 3]          [2, 3]          [1, 2, 3]       [7]             [8]             [9]             [10]            [11]            [1, 11]        
011111001000    0.00124         None            None            [4]             None            None            [7]             [8]             [9]             [10]            [11]            [4, 8]         
011111001001    0.00304         None            None            [4]             [1, 4]          None            [7]             [8]             [9]             [10]            [11]            [1, 11]        
011111001010    0.00257         [2]             None            [4]             None            [2, 4]          [7]             [8]             [9]             [10]            [11]            [2, 10]        
011111001011    0.00640         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [7]             [8]             [9]             [10]            [11]            [1, 11]        
011111001100    0.00179         None            [3]             [4]             None            None            [7]             [8]             [9]             [10]            [11]            [3, 9]         
011111001101    0.00436         None            [3]             [4]             [1, 4]          None            [7]             [8]             [9]             [10]            [11]            [1, 11]        
011111001110    0.00417         [2]             [3]             [4]             [2, 3]          [2, 4]          [7]             [8]             [9]             [10]            [11]            [2, 10]        
011111001111    0.00865         [2]             [3]             [4]             [2, 3]          [2, 4]          [7]             [8]             [9]             [10]            [11]            [1, 11]        
011111010000    0.00119         None            None            None            [5]             None            [7]             [8]             [9]             [10]            [11]            [5, 7]         
011111010001    0.00334         None            None            None            [5]             [1, 5]          [7]             [8]             [9]             [10]            [11]            [1, 11]        
011111010010    0.00221         [2]             None            None            [5]             None            [7]             [8]             [9]             [10]            [11]            [2, 10]        
011111010011    0.00560         [2]             [1, 2]          None            [5]             [1, 5]          [7]             [8]             [9]             [10]            [11]            [1, 11]        
011111010100    0.00174         None            [3]             None            [5]             None            [7]             [8]             [9]             [10]            [11]            [3, 9]         
011111010101    0.00477         None            [3]             [1, 3]          [5]             [1, 5]          [7]             [8]             [9]             [10]            [11]            [1, 11]        
